name,artist_count,track_id,popularity,year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
next2me,1,5HYeq8R9mDBVrExKdgXrOL,6,2022,1,0.508,0.969,4,1.16,1,0.349,0.0136,2.15e-06,0.866,0.261,146.196,audio_features,5HYeq8R9mDBVrExKdgXrOL,spotify:track:5HYeq8R9mDBVrExKdgXrOL,https://api.spotify.com/v1/tracks/5HYeq8R9mDBVrExKdgXrOL,https://api.spotify.com/v1/audio-analysis/5HYeq8R9mDBVrExKdgXrOL,225826,4
Not Happy Anymore,1,4NNLV1NaGnJ8QsMD8Ji1ll,17,2022,0,0.165,0.223,7,-16.968,1,0.0473,0.665,0.508,0.112,0.0442,78.883,audio_features,4NNLV1NaGnJ8QsMD8Ji1ll,spotify:track:4NNLV1NaGnJ8QsMD8Ji1ll,https://api.spotify.com/v1/tracks/4NNLV1NaGnJ8QsMD8Ji1ll,https://api.spotify.com/v1/audio-analysis/4NNLV1NaGnJ8QsMD8Ji1ll,182502,4
3 Months and 10 Days,1,1LYbuNvQXWxliuTsVRbCbc,4,2022,0,0.581,0.575,0,-7.909,1,0.0228,0.516,0.000299,0.118,0.504,85.025,audio_features,1LYbuNvQXWxliuTsVRbCbc,spotify:track:1LYbuNvQXWxliuTsVRbCbc,https://api.spotify.com/v1/tracks/1LYbuNvQXWxliuTsVRbCbc,https://api.spotify.com/v1/audio-analysis/1LYbuNvQXWxliuTsVRbCbc,305045,4
10 Months - Piano Version,1,5fkdekGHQ2rXYvLHDfQp2q,7,2022,0,0.71,0.339,4,-13.982,1,0.0942,0.851,0.812,0.0784,0.699,109.998,audio_features,5fkdekGHQ2rXYvLHDfQp2q,spotify:track:5fkdekGHQ2rXYvLHDfQp2q,https://api.spotify.com/v1/tracks/5fkdekGHQ2rXYvLHDfQp2q,https://api.spotify.com/v1/audio-analysis/5fkdekGHQ2rXYvLHDfQp2q,194412,4
Making a Fella Happy,1,318eYgIqjvvr6E5PBHhflL,16,2022,0,0.59,0.638,2,-11.626,1,0.0516,0.0133,0.876,0.0535,0.0741,150.09,audio_features,318eYgIqjvvr6E5PBHhflL,spotify:track:318eYgIqjvvr6E5PBHhflL,https://api.spotify.com/v1/tracks/318eYgIqjvvr6E5PBHhflL,https://api.spotify.com/v1/audio-analysis/318eYgIqjvvr6E5PBHhflL,97420,4
Aeternum,1,6uIwVXRbCyBwH9ZXMKU7Ra,16,2022,0,0.232,0.0974,1,-33.426,0,0.0744,0.705,0.932,0.111,0.0379,117.548,audio_features,6uIwVXRbCyBwH9ZXMKU7Ra,spotify:track:6uIwVXRbCyBwH9ZXMKU7Ra,https://api.spotify.com/v1/tracks/6uIwVXRbCyBwH9ZXMKU7Ra,https://api.spotify.com/v1/audio-analysis/6uIwVXRbCyBwH9ZXMKU7Ra,60000,3
Hellish Stream,1,1cFMgjKz8ttRX0OzgAZccI,16,2022,0,0.778,0.608,10,-13.164,1,0.0908,0.15,0.567,0.101,0.682,126.068,audio_features,1cFMgjKz8ttRX0OzgAZccI,spotify:track:1cFMgjKz8ttRX0OzgAZccI,https://api.spotify.com/v1/tracks/1cFMgjKz8ttRX0OzgAZccI,https://api.spotify.com/v1/audio-analysis/1cFMgjKz8ttRX0OzgAZccI,40653,4
Chiller Thriller,1,27oBkT9P5qSJWzloDdcsEX,16,2022,0,0.721,0.0271,2,-22.838,1,0.0373,0.934,0.403,0.0782,0.643,69.992,audio_features,27oBkT9P5qSJWzloDdcsEX,spotify:track:27oBkT9P5qSJWzloDdcsEX,https://api.spotify.com/v1/tracks/27oBkT9P5qSJWzloDdcsEX,https://api.spotify.com/v1/audio-analysis/27oBkT9P5qSJWzloDdcsEX,116638,4
title_missing,1,5TzJiTs5nSnVmyg4WraXBQ,16,2022,0,0.162,0.00265,3,-34.944,1,0.0389,0.798,0.984,0.111,0.0399,142.991,audio_features,5TzJiTs5nSnVmyg4WraXBQ,spotify:track:5TzJiTs5nSnVmyg4WraXBQ,https://api.spotify.com/v1/tracks/5TzJiTs5nSnVmyg4WraXBQ,https://api.spotify.com/v1/audio-analysis/5TzJiTs5nSnVmyg4WraXBQ,71963,4
The 1st of the 13th month - Acoustic Remix,2,2UnjpFBAhHoi88brbIBmzB,20,2022,0,0.515,0.363,2,-8.977,1,0.0297,0.401,0,0.479,0.693,146.005,audio_features,2UnjpFBAhHoi88brbIBmzB,spotify:track:2UnjpFBAhHoi88brbIBmzB,https://api.spotify.com/v1/tracks/2UnjpFBAhHoi88brbIBmzB,https://api.spotify.com/v1/audio-analysis/2UnjpFBAhHoi88brbIBmzB,171819,4
1st of the month,1,0gWzLxHZVLUAQZt7C7T5r1,3,2022,1,0.607,0.535,4,-8.511,0,0.127,0.0188,0,0.219,0.127,129.071,audio_features,0gWzLxHZVLUAQZt7C7T5r1,spotify:track:0gWzLxHZVLUAQZt7C7T5r1,https://api.spotify.com/v1/tracks/0gWzLxHZVLUAQZt7C7T5r1,https://api.spotify.com/v1/audio-analysis/0gWzLxHZVLUAQZt7C7T5r1,133952,4
1st of the month,1,2xYPRnRDs959ulhFkqmp45,2,2022,1,0.78,0.591,10,-8.594,1,0.0669,0.163,0,0.146,0.235,129.957,audio_features,2xYPRnRDs959ulhFkqmp45,spotify:track:2xYPRnRDs959ulhFkqmp45,https://api.spotify.com/v1/tracks/2xYPRnRDs959ulhFkqmp45,https://api.spotify.com/v1/audio-analysis/2xYPRnRDs959ulhFkqmp45,177232,4
Don't stop me lyrics,1,0tKHlOQ7mvbQGITIsCdUiS,17,2022,0,0.565,0.689,8,-8.312,1,0.0403,0.167,2.38e-06,0.125,0.671,169.968,audio_features,0tKHlOQ7mvbQGITIsCdUiS,spotify:track:0tKHlOQ7mvbQGITIsCdUiS,https://api.spotify.com/v1/tracks/0tKHlOQ7mvbQGITIsCdUiS,https://api.spotify.com/v1/audio-analysis/0tKHlOQ7mvbQGITIsCdUiS,186833,4
It Grows Inside Us,1,0Ua7D942Gp66Bc1uyTw56v,13,2022,0,0.308,0.224,6,-16.501,0,0.0607,0.828,0.211,0.0551,0.209,133.283,audio_features,0Ua7D942Gp66Bc1uyTw56v,spotify:track:0Ua7D942Gp66Bc1uyTw56v,https://api.spotify.com/v1/tracks/0Ua7D942Gp66Bc1uyTw56v,https://api.spotify.com/v1/audio-analysis/0Ua7D942Gp66Bc1uyTw56v,35043,3
1st of the month for the rest of your life...,1,68Nz68urXfaw2yGJXXLSGZ,12,2022,0,0.401,0.645,10,-11.498,0,0.378,0.521,0,0.237,0.263,136.145,audio_features,68Nz68urXfaw2yGJXXLSGZ,spotify:track:68Nz68urXfaw2yGJXXLSGZ,https://api.spotify.com/v1/tracks/68Nz68urXfaw2yGJXXLSGZ,https://api.spotify.com/v1/audio-analysis/68Nz68urXfaw2yGJXXLSGZ,32747,3
Biology 101,1,1ECdpyizHygbltRfoIpGYe,2,2022,1,0.707,0.628,5,-7.673,1,0.0506,0.199,0,0.559,0.391,138.073,audio_features,1ECdpyizHygbltRfoIpGYe,spotify:track:1ECdpyizHygbltRfoIpGYe,https://api.spotify.com/v1/tracks/1ECdpyizHygbltRfoIpGYe,https://api.spotify.com/v1/audio-analysis/1ECdpyizHygbltRfoIpGYe,187618,4
Twelve Month,1,7njAUpU9MYskrPxWhDa25M,6,2022,0,0.624,0.906,9,-3.935,0,0.127,0.365,3.83e-06,0.335,0.571,138.112,audio_features,7njAUpU9MYskrPxWhDa25M,spotify:track:7njAUpU9MYskrPxWhDa25M,https://api.spotify.com/v1/tracks/7njAUpU9MYskrPxWhDa25M,https://api.spotify.com/v1/audio-analysis/7njAUpU9MYskrPxWhDa25M,43134,4
babylon,1,4caPwp3ZLa4IGTdcGBalE4,2,2022,1,0.486,0.919,1,1.573,1,0.122,0.00448,0,0.109,0.606,166.011,audio_features,4caPwp3ZLa4IGTdcGBalE4,spotify:track:4caPwp3ZLa4IGTdcGBalE4,https://api.spotify.com/v1/tracks/4caPwp3ZLa4IGTdcGBalE4,https://api.spotify.com/v1/audio-analysis/4caPwp3ZLa4IGTdcGBalE4,177150,4
We're Good,3,00yxFV63dyNsodREzRLy9X,4,2022,1,0.774,0.737,11,-4.725,0,0.285,0.0515,0,0.156,0.764,84.954,audio_features,00yxFV63dyNsodREzRLy9X,spotify:track:00yxFV63dyNsodREzRLy9X,https://api.spotify.com/v1/tracks/00yxFV63dyNsodREzRLy9X,https://api.spotify.com/v1/audio-analysis/00yxFV63dyNsodREzRLy9X,205545,4
Scratch The Surface,2,6qgR7E9gM8sXSONKw8SZHY,6,2022,1,0.463,0.878,5,-4.433,0,0.204,0.0436,0,0.222,0.476,82.693,audio_features,6qgR7E9gM8sXSONKw8SZHY,spotify:track:6qgR7E9gM8sXSONKw8SZHY,https://api.spotify.com/v1/tracks/6qgR7E9gM8sXSONKw8SZHY,https://api.spotify.com/v1/audio-analysis/6qgR7E9gM8sXSONKw8SZHY,248748,4
La La Lala,2,2XFOYKtiRLt3eGZtYjJhfg,7,2022,1,0.665,0.894,1,-4.848,1,0.269,0.014,0.000544,0.133,0.486,159.947,audio_features,2XFOYKtiRLt3eGZtYjJhfg,spotify:track:2XFOYKtiRLt3eGZtYjJhfg,https://api.spotify.com/v1/tracks/2XFOYKtiRLt3eGZtYjJhfg,https://api.spotify.com/v1/audio-analysis/2XFOYKtiRLt3eGZtYjJhfg,210014,4
Book Of Rhymes,3,4Xu33jbsgXH1briOlNz2x8,8,2022,1,0.874,0.764,10,-5.272,0,0.08,0.0392,0.00849,0.0847,0.745,96.027,audio_features,4Xu33jbsgXH1briOlNz2x8,spotify:track:4Xu33jbsgXH1briOlNz2x8,https://api.spotify.com/v1/tracks/4Xu33jbsgXH1briOlNz2x8,https://api.spotify.com/v1/audio-analysis/4Xu33jbsgXH1briOlNz2x8,133624,4
In The Dark,3,3eMsBgj7Xm37si02iIBxK0,8,2022,1,0.767,0.846,0,-4.399,0,0.199,0.0886,0,0.197,0.41,90.062,audio_features,3eMsBgj7Xm37si02iIBxK0,spotify:track:3eMsBgj7Xm37si02iIBxK0,https://api.spotify.com/v1/tracks/3eMsBgj7Xm37si02iIBxK0,https://api.spotify.com/v1/audio-analysis/3eMsBgj7Xm37si02iIBxK0,201279,4
I Don't Need You,1,74ORvIuckTEYjcW33teWfO,1,2022,0,0.804,0.288,9,-13.109,1,0.102,0.323,0,0.208,0.557,102.018,audio_features,74ORvIuckTEYjcW33teWfO,spotify:track:74ORvIuckTEYjcW33teWfO,https://api.spotify.com/v1/tracks/74ORvIuckTEYjcW33teWfO,https://api.spotify.com/v1/audio-analysis/74ORvIuckTEYjcW33teWfO,149412,4
Steady,1,1lA9iHj7T7jTM5xYKnrvB5,6,2022,0,0.8,0.353,10,-14.869,0,0.14,0.355,0,0.0779,0.314,133.991,audio_features,1lA9iHj7T7jTM5xYKnrvB5,spotify:track:1lA9iHj7T7jTM5xYKnrvB5,https://api.spotify.com/v1/tracks/1lA9iHj7T7jTM5xYKnrvB5,https://api.spotify.com/v1/audio-analysis/1lA9iHj7T7jTM5xYKnrvB5,209481,4
Scary hours,2,0dWKFxjlZYhGTdoIz0fN8l,5,2022,1,0.649,0.547,6,-9.21,0,0.214,0.0575,0,0.112,0.0447,148.241,audio_features,0dWKFxjlZYhGTdoIz0fN8l,spotify:track:0dWKFxjlZYhGTdoIz0fN8l,https://api.spotify.com/v1/tracks/0dWKFxjlZYhGTdoIz0fN8l,https://api.spotify.com/v1/audio-analysis/0dWKFxjlZYhGTdoIz0fN8l,144093,4
Make you high,1,6q2bDAsFwQTxHgyNB3X11b,8,2022,0,0.74,0.695,5,-7.324,1,0.0338,0.0204,6.98e-06,0.364,0.54,110.071,audio_features,6q2bDAsFwQTxHgyNB3X11b,spotify:track:6q2bDAsFwQTxHgyNB3X11b,https://api.spotify.com/v1/tracks/6q2bDAsFwQTxHgyNB3X11b,https://api.spotify.com/v1/audio-analysis/6q2bDAsFwQTxHgyNB3X11b,154123,4
8 Months,1,6lmA49ciZ4JXRSEDYfVw7x,16,2022,1,0.821,0.484,11,-12.467,0,0.251,0.424,0.000739,0.101,0.194,144.148,audio_features,6lmA49ciZ4JXRSEDYfVw7x,spotify:track:6lmA49ciZ4JXRSEDYfVw7x,https://api.spotify.com/v1/tracks/6lmA49ciZ4JXRSEDYfVw7x,https://api.spotify.com/v1/audio-analysis/6lmA49ciZ4JXRSEDYfVw7x,136094,4
1 Month,1,2Hg5O5VGm8JHTZZ69mc3lo,3,2022,0,0.356,0.237,11,-13.561,0,0.0333,0.949,0.964,0.0745,0.138,81.868,audio_features,2Hg5O5VGm8JHTZZ69mc3lo,spotify:track:2Hg5O5VGm8JHTZZ69mc3lo,https://api.spotify.com/v1/tracks/2Hg5O5VGm8JHTZZ69mc3lo,https://api.spotify.com/v1/audio-analysis/2Hg5O5VGm8JHTZZ69mc3lo,77856,3
100 ah month,1,1hnPdDVVTqs7iq7KevD695,1,2022,1,0.917,0.577,1,-7.342,1,0.326,0.0584,0,0.09,0.273,142.992,audio_features,1hnPdDVVTqs7iq7KevD695,spotify:track:1hnPdDVVTqs7iq7KevD695,https://api.spotify.com/v1/tracks/1hnPdDVVTqs7iq7KevD695,https://api.spotify.com/v1/audio-analysis/1hnPdDVVTqs7iq7KevD695,127552,4
12 Months,3,0DgP0LHgqeYtFul3NjekDe,0,2022,0,0.116,0.0342,9,-31.364,1,0.0403,0.929,0.972,0.117,0.036,89.639,audio_features,0DgP0LHgqeYtFul3NjekDe,spotify:track:0DgP0LHgqeYtFul3NjekDe,https://api.spotify.com/v1/tracks/0DgP0LHgqeYtFul3NjekDe,https://api.spotify.com/v1/audio-analysis/0DgP0LHgqeYtFul3NjekDe,96011,4
13 Months,1,4Z8q3ZgUeDglyCFAU9ad1W,1,2022,0,0.77,0.395,2,-7.943,1,0.0289,0.399,0.00134,0.212,0.505,105.035,audio_features,4Z8q3ZgUeDglyCFAU9ad1W,spotify:track:4Z8q3ZgUeDglyCFAU9ad1W,https://api.spotify.com/v1/tracks/4Z8q3ZgUeDglyCFAU9ad1W,https://api.spotify.com/v1/audio-analysis/4Z8q3ZgUeDglyCFAU9ad1W,201201,4
12 Months Later,2,5GWcfGkcdopeZ4r6IljJ7M,2,2022,1,0.826,0.702,7,-9.094,0,0.358,0.222,0,0.339,0.561,95.762,audio_features,5GWcfGkcdopeZ4r6IljJ7M,spotify:track:5GWcfGkcdopeZ4r6IljJ7M,https://api.spotify.com/v1/tracks/5GWcfGkcdopeZ4r6IljJ7M,https://api.spotify.com/v1/audio-analysis/5GWcfGkcdopeZ4r6IljJ7M,112644,4
14 Months In Total,1,70pDYdm7ULmn7k8TuYvIVo,1,2022,0,0.65,0.159,0,-11.47,1,0.035,0.828,0,0.0761,0.511,78.825,audio_features,70pDYdm7ULmn7k8TuYvIVo,spotify:track:70pDYdm7ULmn7k8TuYvIVo,https://api.spotify.com/v1/tracks/70pDYdm7ULmn7k8TuYvIVo,https://api.spotify.com/v1/audio-analysis/70pDYdm7ULmn7k8TuYvIVo,246835,4
1st Of The Month,1,3SYyy7wufVOABt3kntmVQW,2,2022,1,0.952,0.371,7,-13.562,1,0.384,0.0237,0,0.128,0.918,110.878,audio_features,3SYyy7wufVOABt3kntmVQW,spotify:track:3SYyy7wufVOABt3kntmVQW,https://api.spotify.com/v1/tracks/3SYyy7wufVOABt3kntmVQW,https://api.spotify.com/v1/audio-analysis/3SYyy7wufVOABt3kntmVQW,90873,4
12 Months of Herbs,2,3MUs1D2UwjmvpPjO0uqaTL,2,2022,0,0.751,0.709,11,-8.604,0,0.348,0.498,1.18e-06,0.285,0.59,164.108,audio_features,3MUs1D2UwjmvpPjO0uqaTL,spotify:track:3MUs1D2UwjmvpPjO0uqaTL,https://api.spotify.com/v1/tracks/3MUs1D2UwjmvpPjO0uqaTL,https://api.spotify.com/v1/audio-analysis/3MUs1D2UwjmvpPjO0uqaTL,190950,4
