name,artist_count,track_id,popularity,year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
100 Racks A Month,1,6RoCzHyrBwJunkQ88xgtZA,32,2024,1,0.772,0.75,7,-3.933,0,0.0928,0.138,0,0.11,0.768,97.982,audio_features,6RoCzHyrBwJunkQ88xgtZA,spotify:track:6RoCzHyrBwJunkQ88xgtZA,https://api.spotify.com/v1/tracks/6RoCzHyrBwJunkQ88xgtZA,https://api.spotify.com/v1/audio-analysis/6RoCzHyrBwJunkQ88xgtZA,188632,4
1st Of The Month,3,4bRJEAQgyFfRDvv8QAVWsx,25,2024,1,0.739,0.636,10,-5.668,1,0.336,0.573,0,0.189,0.345,83.012,audio_features,4bRJEAQgyFfRDvv8QAVWsx,spotify:track:4bRJEAQgyFfRDvv8QAVWsx,https://api.spotify.com/v1/tracks/4bRJEAQgyFfRDvv8QAVWsx,https://api.spotify.com/v1/audio-analysis/4bRJEAQgyFfRDvv8QAVWsx,130638,4
HEART / 12 MONTHS,1,7I45SeQlzKtguX79DmchEe,29,2024,1,0.412,0.297,5,-11.309,0,0.0617,0.365,8.4e-05,0.137,0.171,92.944,audio_features,7I45SeQlzKtguX79DmchEe,spotify:track:7I45SeQlzKtguX79DmchEe,https://api.spotify.com/v1/tracks/7I45SeQlzKtguX79DmchEe,https://api.spotify.com/v1/audio-analysis/7I45SeQlzKtguX79DmchEe,165412,4
The 1st of the 13th month - LIVE TOUR 2023 Ver.,1,3jbEURlZt3i8uPjute7kO4,29,2024,0,0.451,0.66,2,-9.417,1,0.0406,0.00214,0,0.702,0.358,145.741,audio_features,3jbEURlZt3i8uPjute7kO4,spotify:track:3jbEURlZt3i8uPjute7kO4,https://api.spotify.com/v1/tracks/3jbEURlZt3i8uPjute7kO4,https://api.spotify.com/v1/audio-analysis/3jbEURlZt3i8uPjute7kO4,219888,4
1st of the Month,3,2kUqkADsDsfTBADuCD4lGZ,19,2024,1,0.739,0.636,10,-5.668,1,0.336,0.573,0,0.189,0.345,83.012,audio_features,2kUqkADsDsfTBADuCD4lGZ,spotify:track:2kUqkADsDsfTBADuCD4lGZ,https://api.spotify.com/v1/tracks/2kUqkADsDsfTBADuCD4lGZ,https://api.spotify.com/v1/audio-analysis/2kUqkADsDsfTBADuCD4lGZ,130638,4
11 Months,1,50BXGRNa9kHHYt7vd7do6y,15,2024,0,0.34,0.363,3,-14.174,0,0.0292,0.11,0.915,0.106,0.11,140.032,audio_features,50BXGRNa9kHHYt7vd7do6y,spotify:track:50BXGRNa9kHHYt7vd7do6y,https://api.spotify.com/v1/tracks/50BXGRNa9kHHYt7vd7do6y,https://api.spotify.com/v1/audio-analysis/50BXGRNa9kHHYt7vd7do6y,197500,4
Talk Money MEGA Mix (Prod. Wiz World),21,6DJpnE5UQZi7zIZIVYwnMe,28,2024,0,0.913,0.658,8,-4.916,1,0.142,0.0136,0,0.322,0.276,120.008,audio_features,6DJpnE5UQZi7zIZIVYwnMe,spotify:track:6DJpnE5UQZi7zIZIVYwnMe,https://api.spotify.com/v1/tracks/6DJpnE5UQZi7zIZIVYwnMe,https://api.spotify.com/v1/audio-analysis/6DJpnE5UQZi7zIZIVYwnMe,774613,4
WORK Remix (Prod. Jeffrey White),4,5qbIGzVIB229Lw7KdMqvB5,29,2024,0,0.888,0.632,2,-6.132,1,0.294,0.0231,0,0.21,0.407,96.005,audio_features,5qbIGzVIB229Lw7KdMqvB5,spotify:track:5qbIGzVIB229Lw7KdMqvB5,https://api.spotify.com/v1/tracks/5qbIGzVIB229Lw7KdMqvB5,https://api.spotify.com/v1/audio-analysis/5qbIGzVIB229Lw7KdMqvB5,155625,4
1990s,3,2IrJFh0gPAh1l4D1zwMYsX,5,2024,0,0.796,0.885,11,-4.687,0,0.252,0.0133,0,0.617,0.684,112.016,audio_features,2IrJFh0gPAh1l4D1zwMYsX,spotify:track:2IrJFh0gPAh1l4D1zwMYsX,https://api.spotify.com/v1/tracks/2IrJFh0gPAh1l4D1zwMYsX,https://api.spotify.com/v1/audio-analysis/2IrJFh0gPAh1l4D1zwMYsX,154358,4
You Don't Own Me - Single Version,1,7DRcWvgNE20X5AStsbvJu2,17,2024,0,0.468,0.574,2,-6.288,1,0.0255,0.762,1.11e-05,0.656,0.661,95.352,audio_features,7DRcWvgNE20X5AStsbvJu2,spotify:track:7DRcWvgNE20X5AStsbvJu2,https://api.spotify.com/v1/tracks/7DRcWvgNE20X5AStsbvJu2,https://api.spotify.com/v1/audio-analysis/7DRcWvgNE20X5AStsbvJu2,151800,3
1OFONE0REGRETS1LOVE7MONTHS,1,215dyLRHmiPdG1pD934RHo,5,2024,1,0.627,0.453,10,-11.82,0,0.295,0.26,0,0.161,0.568,150.011,audio_features,215dyLRHmiPdG1pD934RHo,spotify:track:215dyLRHmiPdG1pD934RHo,https://api.spotify.com/v1/tracks/215dyLRHmiPdG1pD934RHo,https://api.spotify.com/v1/audio-analysis/215dyLRHmiPdG1pD934RHo,210557,4
2024 Monthly Yoon Repair January - It’s been a while (with UJ),2,0aJ6bB5u1VblmJzuA4ZZfH,14,2024,0,0.468,0.444,5,-7.469,1,0.0297,0.609,2.92e-05,0.15,0.114,135.496,audio_features,0aJ6bB5u1VblmJzuA4ZZfH,spotify:track:0aJ6bB5u1VblmJzuA4ZZfH,https://api.spotify.com/v1/tracks/0aJ6bB5u1VblmJzuA4ZZfH,https://api.spotify.com/v1/audio-analysis/0aJ6bB5u1VblmJzuA4ZZfH,309760,4
Hard House,1,5A6oiTsyQbC9bDA61P1YNm,8,2024,0,0.797,0.973,11,-4.794,0,0.0421,0.00139,0.721,0.0698,0.197,131.029,audio_features,5A6oiTsyQbC9bDA61P1YNm,spotify:track:5A6oiTsyQbC9bDA61P1YNm,https://api.spotify.com/v1/tracks/5A6oiTsyQbC9bDA61P1YNm,https://api.spotify.com/v1/audio-analysis/5A6oiTsyQbC9bDA61P1YNm,340763,4
A Brief Chronicle of Birds in the Autumn and Winter Months of 1886 Pt II,1,71O1fJbHr9H374g7Adm75m,13,2024,0,0.642,0.767,1,-9.307,1,0.0886,0.425,0.00364,0.345,0.78,169.974,audio_features,71O1fJbHr9H374g7Adm75m,spotify:track:71O1fJbHr9H374g7Adm75m,https://api.spotify.com/v1/tracks/71O1fJbHr9H374g7Adm75m,https://api.spotify.com/v1/audio-analysis/71O1fJbHr9H374g7Adm75m,174360,4
A Brief Chronicle of Birds in the Autumn and Winter Months of 1886 Pt III,1,1VK6tV9bvNHw9ecfMb4Bri,12,2024,0,0.573,0.822,10,-7.207,0,0.0545,0.353,0.00236,0.341,0.7,169.914,audio_features,1VK6tV9bvNHw9ecfMb4Bri,spotify:track:1VK6tV9bvNHw9ecfMb4Bri,https://api.spotify.com/v1/tracks/1VK6tV9bvNHw9ecfMb4Bri,https://api.spotify.com/v1/audio-analysis/1VK6tV9bvNHw9ecfMb4Bri,136480,3
110,1,2aXlZG06Wdm3DoH7oHBFPu,0,2024,0,0.6,0.935,6,-4.652,0,0.282,0.00946,0,0.0773,0.727,145.994,audio_features,2aXlZG06Wdm3DoH7oHBFPu,spotify:track:2aXlZG06Wdm3DoH7oHBFPu,https://api.spotify.com/v1/tracks/2aXlZG06Wdm3DoH7oHBFPu,https://api.spotify.com/v1/audio-analysis/2aXlZG06Wdm3DoH7oHBFPu,181734,4
Vol. 1,4,3I0Iup0Cjs9XjR3llO3eGV,1,2024,1,0.624,0.468,1,-10.635,1,0.157,0.561,0,0.266,0.164,103.718,audio_features,3I0Iup0Cjs9XjR3llO3eGV,spotify:track:3I0Iup0Cjs9XjR3llO3eGV,https://api.spotify.com/v1/tracks/3I0Iup0Cjs9XjR3llO3eGV,https://api.spotify.com/v1/audio-analysis/3I0Iup0Cjs9XjR3llO3eGV,175426,4
five months,2,3ZEF1TQ8J1UAyGG8Y8sjlQ,2,2024,1,0.611,0.543,1,-8.869,1,0.151,0.0018,4.26e-05,0.166,0.309,153.078,audio_features,3ZEF1TQ8J1UAyGG8Y8sjlQ,spotify:track:3ZEF1TQ8J1UAyGG8Y8sjlQ,https://api.spotify.com/v1/tracks/3ZEF1TQ8J1UAyGG8Y8sjlQ,https://api.spotify.com/v1/audio-analysis/3ZEF1TQ8J1UAyGG8Y8sjlQ,225882,4
1999,2,0AnVZCEDsawCQwJGqIUZXY,0,2024,0,0.741,0.743,7,-4.586,1,0.0328,0.0224,1.23e-06,0.229,0.658,124.014,audio_features,0AnVZCEDsawCQwJGqIUZXY,spotify:track:0AnVZCEDsawCQwJGqIUZXY,https://api.spotify.com/v1/tracks/0AnVZCEDsawCQwJGqIUZXY,https://api.spotify.com/v1/audio-analysis/0AnVZCEDsawCQwJGqIUZXY,189000,4
10 Months,1,5RAKxds31VAK5crc2waPxp,0,2024,1,0.409,0.581,11,-9.411,0,0.0476,0.712,1.15e-06,0.115,0.372,167.86,audio_features,5RAKxds31VAK5crc2waPxp,spotify:track:5RAKxds31VAK5crc2waPxp,https://api.spotify.com/v1/tracks/5RAKxds31VAK5crc2waPxp,https://api.spotify.com/v1/audio-analysis/5RAKxds31VAK5crc2waPxp,302067,4
12 months,1,6DodrV0WL1fVtH9RGfTchW,0,2024,1,0.715,0.489,10,-14.367,0,0.388,0.296,0,0.0823,0.69,90.34,audio_features,6DodrV0WL1fVtH9RGfTchW,spotify:track:6DodrV0WL1fVtH9RGfTchW,https://api.spotify.com/v1/tracks/6DodrV0WL1fVtH9RGfTchW,https://api.spotify.com/v1/audio-analysis/6DodrV0WL1fVtH9RGfTchW,149603,4
120 months,1,4k7dLXdUFST2qbjzQhCW4u,0,2024,1,0.715,0.323,6,-8.993,1,0.459,0.62,0,0.147,0.578,85.818,audio_features,4k7dLXdUFST2qbjzQhCW4u,spotify:track:4k7dLXdUFST2qbjzQhCW4u,https://api.spotify.com/v1/tracks/4k7dLXdUFST2qbjzQhCW4u,https://api.spotify.com/v1/audio-analysis/4k7dLXdUFST2qbjzQhCW4u,184256,4
140 MONTHS,2,2C0tsOdNbdw1KQINvlj3yt,0,2024,1,0.623,0.434,0,-8.915,0,0.18,0.164,0,0.498,0.28,160.126,audio_features,2C0tsOdNbdw1KQINvlj3yt,spotify:track:2C0tsOdNbdw1KQINvlj3yt,https://api.spotify.com/v1/tracks/2C0tsOdNbdw1KQINvlj3yt,https://api.spotify.com/v1/audio-analysis/2C0tsOdNbdw1KQINvlj3yt,168777,4
25th Month,1,7rre3HgX8aRHT0aXubV9IS,0,2024,0,0.606,0.231,6,-13.419,1,0.0279,0.844,0,0.113,0.247,98.177,audio_features,7rre3HgX8aRHT0aXubV9IS,spotify:track:7rre3HgX8aRHT0aXubV9IS,https://api.spotify.com/v1/tracks/7rre3HgX8aRHT0aXubV9IS,https://api.spotify.com/v1/audio-analysis/7rre3HgX8aRHT0aXubV9IS,229627,4
1st Of The Month,1,3PvCjrkv8DyjxFXf2UBkZh,0,2024,1,0.814,0.541,9,-9.138,1,0.364,0.134,0,0.085,0.312,145.831,audio_features,3PvCjrkv8DyjxFXf2UBkZh,spotify:track:3PvCjrkv8DyjxFXf2UBkZh,https://api.spotify.com/v1/tracks/3PvCjrkv8DyjxFXf2UBkZh,https://api.spotify.com/v1/audio-analysis/3PvCjrkv8DyjxFXf2UBkZh,132445,4
1st Of The Month,1,6EG8z5nT4nozHSDPpFVqMK,0,2024,1,0.764,0.522,1,-15.069,1,0.448,0.547,0,0.111,0.353,139.944,audio_features,6EG8z5nT4nozHSDPpFVqMK,spotify:track:6EG8z5nT4nozHSDPpFVqMK,https://api.spotify.com/v1/tracks/6EG8z5nT4nozHSDPpFVqMK,https://api.spotify.com/v1/audio-analysis/6EG8z5nT4nozHSDPpFVqMK,96470,4
13th month - amaoto Ver.,1,5QVdExkZxNn1tIbOOtGPlj,0,2024,0,0.602,0.552,4,-5.705,0,0.0298,0.0231,3.54e-06,0.127,0.609,166.04,audio_features,5QVdExkZxNn1tIbOOtGPlj,spotify:track:5QVdExkZxNn1tIbOOtGPlj,https://api.spotify.com/v1/tracks/5QVdExkZxNn1tIbOOtGPlj,https://api.spotify.com/v1/audio-analysis/5QVdExkZxNn1tIbOOtGPlj,247952,4
9 Months,1,56DOVAZhIZ3C4pxUSme2Ki,0,2024,1,0.551,0.911,0,-2.145,0,0.393,0.157,0,0.0673,0.539,110.928,audio_features,56DOVAZhIZ3C4pxUSme2Ki,spotify:track:56DOVAZhIZ3C4pxUSme2Ki,https://api.spotify.com/v1/tracks/56DOVAZhIZ3C4pxUSme2Ki,https://api.spotify.com/v1/audio-analysis/56DOVAZhIZ3C4pxUSme2Ki,225698,5
18 months later,1,11JIJp5C3hgm0hOmtHcgCW,0,2024,0,0.344,0.297,0,-18.032,1,0.0548,0.597,0.967,0.171,0.0534,113.194,audio_features,11JIJp5C3hgm0hOmtHcgCW,spotify:track:11JIJp5C3hgm0hOmtHcgCW,https://api.spotify.com/v1/tracks/11JIJp5C3hgm0hOmtHcgCW,https://api.spotify.com/v1/audio-analysis/11JIJp5C3hgm0hOmtHcgCW,379251,4
10 Months 2 Days,1,5UuNPb2QFWKL7BEz4tdCwV,0,2024,0,0.679,0.718,2,-5.623,1,0.0274,3.78e-05,0.772,0.224,0.684,115.027,audio_features,5UuNPb2QFWKL7BEz4tdCwV,spotify:track:5UuNPb2QFWKL7BEz4tdCwV,https://api.spotify.com/v1/tracks/5UuNPb2QFWKL7BEz4tdCwV,https://api.spotify.com/v1/audio-analysis/5UuNPb2QFWKL7BEz4tdCwV,75130,4
Green (1st of tha month),1,1HdJuUe1havwpCE5J66W61,0,2024,1,0.458,0.918,0,-6.172,1,0.468,0.116,0,0.232,0.54,130.828,audio_features,1HdJuUe1havwpCE5J66W61,spotify:track:1HdJuUe1havwpCE5J66W61,https://api.spotify.com/v1/tracks/1HdJuUe1havwpCE5J66W61,https://api.spotify.com/v1/audio-analysis/1HdJuUe1havwpCE5J66W61,169920,4
1ST OF DA MONTH,1,52Uq2PKqeCH7pKRRdIpBvi,1,2024,1,0.595,0.643,2,-9.496,1,0.173,0.00439,0,0.111,0.118,144.169,audio_features,52Uq2PKqeCH7pKRRdIpBvi,spotify:track:52Uq2PKqeCH7pKRRdIpBvi,https://api.spotify.com/v1/tracks/52Uq2PKqeCH7pKRRdIpBvi,https://api.spotify.com/v1/audio-analysis/52Uq2PKqeCH7pKRRdIpBvi,159984,4
1st Of Tha Month,1,7if6z2MxbhMQtOalK49f8A,0,2024,0,0.858,0.174,11,-12.789,1,0.0945,0.28,0.93,0.083,0.779,90.01,audio_features,7if6z2MxbhMQtOalK49f8A,spotify:track:7if6z2MxbhMQtOalK49f8A,https://api.spotify.com/v1/tracks/7if6z2MxbhMQtOalK49f8A,https://api.spotify.com/v1/audio-analysis/7if6z2MxbhMQtOalK49f8A,119513,4
"14 Years, 8 Months, 26 Days",1,2zk8r2zI5Ulj0y8HqJxKfu,30,2024,0,0.263,0.0193,0,-23.887,1,0.0612,0.963,0.965,0.11,0.128,110.595,audio_features,2zk8r2zI5Ulj0y8HqJxKfu,spotify:track:2zk8r2zI5Ulj0y8HqJxKfu,https://api.spotify.com/v1/tracks/2zk8r2zI5Ulj0y8HqJxKfu,https://api.spotify.com/v1/audio-analysis/2zk8r2zI5Ulj0y8HqJxKfu,61459,4
A New Month,1,1FPBdj13xgQvXQ1eMCkWTj,0,2024,0,0.652,0.103,2,-16.129,1,0.031,0.877,2.58e-05,0.0876,0.617,100.317,audio_features,1FPBdj13xgQvXQ1eMCkWTj,spotify:track:1FPBdj13xgQvXQ1eMCkWTj,https://api.spotify.com/v1/tracks/1FPBdj13xgQvXQ1eMCkWTj,https://api.spotify.com/v1/audio-analysis/1FPBdj13xgQvXQ1eMCkWTj,112800,4
Monthly Bus Pass,1,5R7XeNMWpSYL90FHlJnw5z,0,2024,0,0.829,0.702,8,-10.852,0,0.065,0.21,0.808,0.0654,0.188,136.023,audio_features,5R7XeNMWpSYL90FHlJnw5z,spotify:track:5R7XeNMWpSYL90FHlJnw5z,https://api.spotify.com/v1/tracks/5R7XeNMWpSYL90FHlJnw5z,https://api.spotify.com/v1/audio-analysis/5R7XeNMWpSYL90FHlJnw5z,282353,4
11 Months and 29 Days,1,6jH9vPNFCNaQlspcQgVf0h,0,2024,0,0.575,0.791,0,-5.756,1,0.0344,0.0268,0.00773,0.262,0.524,99.935,audio_features,6jH9vPNFCNaQlspcQgVf0h,spotify:track:6jH9vPNFCNaQlspcQgVf0h,https://api.spotify.com/v1/tracks/6jH9vPNFCNaQlspcQgVf0h,https://api.spotify.com/v1/audio-analysis/6jH9vPNFCNaQlspcQgVf0h,208672,4
"You'll Die in 1 Year, 1 Month, 1 Day",1,5yUha2H5YrfPGOewQEExfV,1,2024,0,0.188,0.428,11,-11.966,1,0.0446,5.19e-06,0.899,0.141,0.19,77.0,audio_features,5yUha2H5YrfPGOewQEExfV,spotify:track:5yUha2H5YrfPGOewQEExfV,https://api.spotify.com/v1/tracks/5yUha2H5YrfPGOewQEExfV,https://api.spotify.com/v1/audio-analysis/5yUha2H5YrfPGOewQEExfV,91155,1
"Yesterday, or 13 Months Ago",1,5vODELT7JKAUnWWCfEfeXX,0,2024,0,0.195,0.483,10,-16.12,1,0.0399,0.922,0.931,0.0986,0.09,111.056,audio_features,5vODELT7JKAUnWWCfEfeXX,spotify:track:5vODELT7JKAUnWWCfEfeXX,https://api.spotify.com/v1/tracks/5vODELT7JKAUnWWCfEfeXX,https://api.spotify.com/v1/audio-analysis/5vODELT7JKAUnWWCfEfeXX,308000,1
Mr.1008 GRAMS,1,2MOlHBifiyi8PgiK3wgNlm,0,2024,1,0.792,0.625,10,-9.591,0,0.19,4.35e-05,0,0.0941,0.188,89.931,audio_features,2MOlHBifiyi8PgiK3wgNlm,spotify:track:2MOlHBifiyi8PgiK3wgNlm,https://api.spotify.com/v1/tracks/2MOlHBifiyi8PgiK3wgNlm,https://api.spotify.com/v1/audio-analysis/2MOlHBifiyi8PgiK3wgNlm,216999,4
This era of the song as 1 month left on streaming,1,2btOVk5Ud5j3Ebkana2Acd,10,2024,0,0.608,0.844,0,-6.347,0,0.0947,0.154,9.97e-06,0.387,0.582,115.64,audio_features,2btOVk5Ud5j3Ebkana2Acd,spotify:track:2btOVk5Ud5j3Ebkana2Acd,https://api.spotify.com/v1/tracks/2btOVk5Ud5j3Ebkana2Acd,https://api.spotify.com/v1/audio-analysis/2btOVk5Ud5j3Ebkana2Acd,62338,3
[Monthly 15/30] pt.93 - I'm done,1,3tG2xJ9iMNCatXB8NLTmRI,0,2024,0,0.655,0.652,4,-6.867,0,0.0309,0.102,0,0.132,0.0686,115.018,audio_features,3tG2xJ9iMNCatXB8NLTmRI,spotify:track:3tG2xJ9iMNCatXB8NLTmRI,https://api.spotify.com/v1/tracks/3tG2xJ9iMNCatXB8NLTmRI,https://api.spotify.com/v1/audio-analysis/3tG2xJ9iMNCatXB8NLTmRI,202696,4
"5:13, departing green express",1,380Cw3tFtj8FUzq5sqIs9G,1,2024,0,0.214,0.167,0,-17.173,1,0.0444,0.723,0.893,0.153,0.0299,116.472,audio_features,380Cw3tFtj8FUzq5sqIs9G,spotify:track:380Cw3tFtj8FUzq5sqIs9G,https://api.spotify.com/v1/tracks/380Cw3tFtj8FUzq5sqIs9G,https://api.spotify.com/v1/audio-analysis/380Cw3tFtj8FUzq5sqIs9G,475500,4
١٤٤٥ 1445 / 2024 ٢٠٢٤,1,4msrXDi8d1qRGVti4zJZ68,0,2024,0,0.495,0.331,2,-13.572,1,0.03,0.702,0.186,0.105,0.312,114.552,audio_features,4msrXDi8d1qRGVti4zJZ68,spotify:track:4msrXDi8d1qRGVti4zJZ68,https://api.spotify.com/v1/tracks/4msrXDi8d1qRGVti4zJZ68,https://api.spotify.com/v1/audio-analysis/4msrXDi8d1qRGVti4zJZ68,192000,4
Midnight of the second month,1,1cjgbhCiWCmYDfLtUUvlo8,1,2024,0,0.408,0.181,5,-17.007,1,0.041,0.976,0.767,0.154,0.371,179.68,audio_features,1cjgbhCiWCmYDfLtUUvlo8,spotify:track:1cjgbhCiWCmYDfLtUUvlo8,https://api.spotify.com/v1/tracks/1cjgbhCiWCmYDfLtUUvlo8,https://api.spotify.com/v1/audio-analysis/1cjgbhCiWCmYDfLtUUvlo8,416999,3
On The Floor,1,6PSxSJUHNOpOBsWxr8Z21C,0,2024,1,0.668,0.815,8,-6.31,0,0.231,0.0644,0,0.226,0.547,77.559,audio_features,6PSxSJUHNOpOBsWxr8Z21C,spotify:track:6PSxSJUHNOpOBsWxr8Z21C,https://api.spotify.com/v1/tracks/6PSxSJUHNOpOBsWxr8Z21C,https://api.spotify.com/v1/audio-analysis/6PSxSJUHNOpOBsWxr8Z21C,154504,4
Bad Timing,1,04vAqedOKSHVojelhQ6yEH,0,2024,1,0.831,0.307,1,-12.475,1,0.325,0.014,1.93e-05,0.107,0.312,164.016,audio_features,04vAqedOKSHVojelhQ6yEH,spotify:track:04vAqedOKSHVojelhQ6yEH,https://api.spotify.com/v1/tracks/04vAqedOKSHVojelhQ6yEH,https://api.spotify.com/v1/audio-analysis/04vAqedOKSHVojelhQ6yEH,220031,4
Hit Da Road,1,0ca2zmf0OSqBb6D0X7izhm,0,2024,1,0.513,0.596,7,-8.831,1,0.0969,0.0481,0,0.113,0.0829,173.921,audio_features,0ca2zmf0OSqBb6D0X7izhm,spotify:track:0ca2zmf0OSqBb6D0X7izhm,https://api.spotify.com/v1/tracks/0ca2zmf0OSqBb6D0X7izhm,https://api.spotify.com/v1/audio-analysis/0ca2zmf0OSqBb6D0X7izhm,140015,4
employee of the month,1,3trEGiNilumSw8U2JnqQcV,0,2024,0,0.368,0.944,2,-6.136,1,0.0369,2.92e-06,0.0045,0.264,0.804,100.013,audio_features,3trEGiNilumSw8U2JnqQcV,spotify:track:3trEGiNilumSw8U2JnqQcV,https://api.spotify.com/v1/tracks/3trEGiNilumSw8U2JnqQcV,https://api.spotify.com/v1/audio-analysis/3trEGiNilumSw8U2JnqQcV,49800,4
"1 Month Old Female Pig Makes Soft, Sparse Grunts",1,127jN0dGScrdRRyVGUa8en,1,2024,0,0.653,0.109,0,-30.278,1,0.677,0.17,0.00025,0.372,0.489,158.643,audio_features,127jN0dGScrdRRyVGUa8en,spotify:track:127jN0dGScrdRRyVGUa8en,https://api.spotify.com/v1/tracks/127jN0dGScrdRRyVGUa8en,https://api.spotify.com/v1/audio-analysis/127jN0dGScrdRRyVGUa8en,31509,4
Pump It Up,2,4RPCqBRiKehqKBYxNmhHax,2,2024,0,0.728,0.949,7,-7.128,1,0.118,0.0702,0.704,0.372,0.151,138.011,audio_features,4RPCqBRiKehqKBYxNmhHax,spotify:track:4RPCqBRiKehqKBYxNmhHax,https://api.spotify.com/v1/tracks/4RPCqBRiKehqKBYxNmhHax,https://api.spotify.com/v1/audio-analysis/4RPCqBRiKehqKBYxNmhHax,353043,4
Can U Feel It,1,1jI9kiftYwJrAs2c1EUXYk,4,2024,0,0.753,0.984,11,-5.006,1,0.0769,0.00127,0.78,0.0534,0.858,144.986,audio_features,1jI9kiftYwJrAs2c1EUXYk,spotify:track:1jI9kiftYwJrAs2c1EUXYk,https://api.spotify.com/v1/tracks/1jI9kiftYwJrAs2c1EUXYk,https://api.spotify.com/v1/audio-analysis/1jI9kiftYwJrAs2c1EUXYk,305793,4
The Rhythm - Klubbheads Edit,2,6VeIOKX9jGqF4Xm0MCX42g,2,2024,0,0.765,0.817,6,-6.591,0,0.0733,0.00578,0.493,0.0647,0.488,139.997,audio_features,6VeIOKX9jGqF4Xm0MCX42g,spotify:track:6VeIOKX9jGqF4Xm0MCX42g,https://api.spotify.com/v1/tracks/6VeIOKX9jGqF4Xm0MCX42g,https://api.spotify.com/v1/audio-analysis/6VeIOKX9jGqF4Xm0MCX42g,235714,4
First Day of Military Appreciation Month,1,5xylWv72ckIqqYbw3MVglh,0,2024,0,0.732,0.175,5,-22.382,0,0.0967,0.111,0.88,0.0532,0.448,129.969,audio_features,5xylWv72ckIqqYbw3MVglh,spotify:track:5xylWv72ckIqqYbw3MVglh,https://api.spotify.com/v1/tracks/5xylWv72ckIqqYbw3MVglh,https://api.spotify.com/v1/audio-analysis/5xylWv72ckIqqYbw3MVglh,149104,4
First Day of Jewish American Heritage Month,1,1QuhXeWri3HVWIkS39c7mV,0,2024,0,0.559,0.103,11,-24.59,0,0.064,0.0209,0.726,0.111,0.431,119.136,audio_features,1QuhXeWri3HVWIkS39c7mV,spotify:track:1QuhXeWri3HVWIkS39c7mV,https://api.spotify.com/v1/tracks/1QuhXeWri3HVWIkS39c7mV,https://api.spotify.com/v1/audio-analysis/1QuhXeWri3HVWIkS39c7mV,149584,4
All The Pretty Girls Walk Like This (1st Of Tha Month),1,4KAAp1vBpjVSu5aAGb8rZ6,0,2024,0,0.79,0.781,11,-7.004,0,0.039,0.555,0.947,0.115,0.289,123.046,audio_features,4KAAp1vBpjVSu5aAGb8rZ6,spotify:track:4KAAp1vBpjVSu5aAGb8rZ6,https://api.spotify.com/v1/tracks/4KAAp1vBpjVSu5aAGb8rZ6,https://api.spotify.com/v1/audio-analysis/4KAAp1vBpjVSu5aAGb8rZ6,118893,4
First Day of Asian Pacific American Heritage Month,1,3vHjsvmJWGHJMpFB7dc7ZS,0,2024,0,0.726,0.311,8,-21.173,0,0.0565,0.00689,0.848,0.135,0.354,109.769,audio_features,3vHjsvmJWGHJMpFB7dc7ZS,spotify:track:3vHjsvmJWGHJMpFB7dc7ZS,https://api.spotify.com/v1/tracks/3vHjsvmJWGHJMpFB7dc7ZS,https://api.spotify.com/v1/audio-analysis/3vHjsvmJWGHJMpFB7dc7ZS,132379,4
Eyes of tempt in the house of lust,1,1RsCVrd1dQEoB3vmoZWH2m,1,2024,0,0.561,0.847,1,-13.825,1,0.039,0.0197,0.913,0.0704,0.0775,126.005,audio_features,1RsCVrd1dQEoB3vmoZWH2m,spotify:track:1RsCVrd1dQEoB3vmoZWH2m,https://api.spotify.com/v1/tracks/1RsCVrd1dQEoB3vmoZWH2m,https://api.spotify.com/v1/audio-analysis/1RsCVrd1dQEoB3vmoZWH2m,366000,4
With new hands tear silk - Anthony Linell Remix,2,2Bz5G2EJwBO7lFCGZU1SGW,5,2024,0,0.489,0.948,8,-13.155,0,0.0536,0.158,0.619,0.0756,0.453,132.997,audio_features,2Bz5G2EJwBO7lFCGZU1SGW,spotify:track:2Bz5G2EJwBO7lFCGZU1SGW,https://api.spotify.com/v1/tracks/2Bz5G2EJwBO7lFCGZU1SGW,https://api.spotify.com/v1/audio-analysis/2Bz5G2EJwBO7lFCGZU1SGW,361000,5
"To live, to perish",1,5JOYQYIXWXyJkXWHSpW8wl,3,2024,0,0.646,0.394,0,-14.754,1,0.148,0.277,0.863,0.086,0.0369,126.992,audio_features,5JOYQYIXWXyJkXWHSpW8wl,spotify:track:5JOYQYIXWXyJkXWHSpW8wl,https://api.spotify.com/v1/tracks/5JOYQYIXWXyJkXWHSpW8wl,https://api.spotify.com/v1/audio-analysis/5JOYQYIXWXyJkXWHSpW8wl,480000,4
With new hands tear silk,1,7tBLdM4fC6f9HEp6r4l1U0,1,2024,0,0.567,0.57,11,-14.478,1,0.107,0.0144,0.948,0.11,0.031,162.608,audio_features,7tBLdM4fC6f9HEp6r4l1U0,spotify:track:7tBLdM4fC6f9HEp6r4l1U0,https://api.spotify.com/v1/tracks/7tBLdM4fC6f9HEp6r4l1U0,https://api.spotify.com/v1/audio-analysis/7tBLdM4fC6f9HEp6r4l1U0,381977,4
